Id del anuncio;Título;Tipo de inmueble;Tipo de vendedor;Habitaciones;Barrio;Municipio;Euros/m2;Metros cuadrados construidos;Obra nueva (Sí/No);Parking (Sí/No);Jardín (Sí/No);Precio
107291354;Piso en carretera de Villaviciosa, 14;Piso;Profesional;5;El Bibio - Les Mestes;Gijón;3421;190;No;Sí;No;650000
106811301;Piso en avenida Buenavista, 12;Piso;Profesional;3;Buenavista;Oviedo;1684;92;No;No;No;154900
107330976;Piso en calle Sáhara, 9;Piso;Profesional;4;El Llano - Pryca;Gijón;2970;101;No;Sí;No;300000
107208111;Casa independiente en de los Maizales, 8 ------------j;Chalet;Profesional;4;Castiello - Bernueces;Gijón;2452;418;No;Sí;Sí;1025000
104139332;Piso en calle Leopoldo Calvo Sotelo;Piso;Profesional;5;Llamaquique;Oviedo;1707;246;No;No;No;420000
107136250;Piso en calle Quevedo, 56;Piso;Profesional;3;El Coto;Gijón;2038;80;No;No;No;163000
107330720;Piso en calle del General Elorza, 73;Piso;Profesional;4;Salesas-Foncalada-Campoamor;Oviedo;1718;131;No;Sí;No;225000
106305817;Casa independiente en camino de las Peonias, 100;Chalet;Profesional;5;Somió;Gijón;2469;320;No;Sí;Sí;790000
107228051;Chalet en Camin de la Eiria, 299;Chalet;Profesional;12;Castiello - Bernueces;Gijón;949;684;No;Sí;No;649000
106353305;Piso en calle Marqués de Santa Cruz, 13;Piso;Profesional;5;Parque San Francisco-Uría;Oviedo;2852;210;No;No;No;599000
105352540;Casa independiente en Camin del Carbayón, 150;Chalet;Profesional;6;Cabueñes;Gijón;2383;472;No;No;Sí;1125000
107326104;Casa independiente en Camín de la Iglesia, 584;Chalet;Profesional;4;Vega;Gijón;2345;226;No;No;Sí;530000
107165063;Casa independiente en camino de los Quiñones, 287;Chalet;Profesional;6;Somió;Gijón;2320;319;No;Sí;Sí;740000
106115584;Piso en calle Santa Teresa de Jesús;Piso;Profesional;3;Centro - Puerto;Gijón;3196;97;No;No;No;310000
105635858;Piso en calle Darío de Regoyos, 7;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1937;79;No;Sí;No;153000
106226232;Piso en calle del Carmen, 16;Piso;Profesional;3;Centro - Puerto;Gijón;2917;108;No;No;No;315000
104202305;Casa independiente en Naves s/n;Chalet;Profesional;4;-;Oviedo;1176;255;No;Sí;Sí;300000
104202305;Casa independiente en Naves s/n;Chalet;Profesional;4;-;Oviedo;1176;255;No;Sí;Sí;300000
107431306;Piso en plaza de Europa;Piso;Profesional;3;Centro - Puerto;Gijón;2596;104;No;No;No;270000
102709891;Casa independiente en carretera Peon Cabueñes, 1952;Chalet;Profesional;5;Cabueñes;Gijón;1380;460;No;Sí;Sí;635000
106237854;Casa independiente en camino de los Alisos;Chalet;Profesional;5;Somió;Gijón;3057;687;No;No;Sí;2100000
91458435;Piso en calle Cervantes;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;2352;421;No;No;No;990000
106448810;Casa independiente en Lugar Perlavia, 41;Chalet;Profesional;4;-;Oviedo;441;135;No;No;No;59500
105982056;Casa independiente en Camin de la Carbayera, 15;Chalet;Profesional;4;Nuevo Roces;Gijón;1550;271;No;Sí;No;420000
106712082;Piso en avenida de Santander, 18;Piso;Profesional;3;Milán-Pumarín;Oviedo;1758;95;No;No;No;167000
106247165;Chalet en Camin de la Llamarga, 124;Chalet;Profesional;3;-;Villaviciosa;1163;387;No;Sí;No;450000
107262287;Piso en calle Ana María, 53;Piso;Profesional;3;El Llano;Gijón;1082;85;No;No;No;92000
105898666;Casa independiente en camino Nogales;Chalet;Profesional;6;Somió;Gijón;2376;505;No;Sí;Sí;1200000
91943496;Casa independiente en Lugar Puntal;Chalet;Profesional;5;-;Villaviciosa;2130;446;No;Sí;Sí;950000
107529370;Piso en calle Santiago, 14;Piso;Profesional;3;El Llano Alto;Gijón;1667;87;No;No;No;145000
104278043;Piso en calle Corrida;Piso;Profesional;4;Centro - Puerto;Gijón;4140;157;No;No;No;650000
103648177;Piso en avenida José Tartiere;Piso;Profesional;3;-;Siero;1222;72;No;No;No;88000
107068600;Casa independiente en carretera Nacional 634;Chalet;Profesional;4;-;Siero;1309;152;No;Sí;Sí;199000
91801688;Dúplex en calle Cai del Mar;Duplex;Profesional;3;-;Siero;1652;115;No;Sí;No;190000
103648556;Piso en avenida José Tartiere;Piso;Profesional;3;-;Siero;1282;78;No;No;No;100000
98002182;Ático en calle la Lila;Ático;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;2831;83;No;No;No;235000
107403380;Piso en calle Quevedo;Piso;Profesional;3;El Coto;Gijón;3118;85;No;No;No;265000
103932971;Casa independiente en Caserio la Barraca;Chalet;Profesional;7;-;Oviedo;1156;692;No;Sí;Sí;800000
99535553;Chalet adosado en As-249;Chalet;Profesional;3;-;Siero;625;168;No;Sí;Sí;105000
103040608;Piso en avenida de Galicia;Piso;Profesional;3;Plaza de América;Oviedo;3021;96;No;Sí;No;290000
94829545;Chalet adosado en Si-14;Chalet;Profesional;3;-;Siero;425;200;No;Sí;Sí;85000
105653836;Casa independiente en Lugar Quintana;Chalet;Profesional;8;-;Oviedo;282;709;No;No;Sí;200000
98344516;Piso en calle Jovellanos;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;2073;82;No;No;No;170000
106207607;Chalet pareado en Lugar el Medio;Chalet;Profesional;3;-;Oviedo;688;138;No;No;No;95000
102845894;Piso en calle Miguel Ángel Blanco;Piso;Profesional;3;Argañosa;Oviedo;1720;93;No;Sí;No;160000
105007508;Chalet pareado en As-228;Chalet;Profesional;4;-;Oviedo;500;230;No;Sí;Sí;115000
98012453;Chalet adosado en calle Bances Candamo;Chalet;Profesional;3;-;Avilés;1552;203;No;No;No;315000
96706293;Piso en calle Padre Suárez;Piso;Profesional;3;Santo Domingo-El Campillín;Oviedo;2386;83;No;No;No;198000
95750188;Dúplex en calle Luna;Duplex;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;3156;179;No;Sí;No;565000
100683622;Casa independiente en Lugar Anieves;Chalet;Profesional;10;-;Oviedo;633;1263;No;No;Sí;800000
92546462;Casa independiente en los Prietos;Chalet;Profesional;7;-;Oviedo;1227;595;No;Sí;Sí;730000
106851458;Casa independiente en Lugar Fonfria;Chalet;Profesional;7;-;Villaviciosa;1361;404;No;Sí;Sí;550000
106453525;Piso en calle Favila;Piso;Profesional;3;Parque del Oeste;Oviedo;1654;81;No;No;No;134000
96400441;Piso en calle Ángel Muñiz Toca;Piso;Profesional;3;El Cristo;Oviedo;1786;84;No;Sí;No;150000
106402901;Casa independiente en Lugar la Pedrera;Chalet;Profesional;15;-;Oviedo;308;2270;No;No;Sí;700000
107162180;Piso en avenida de la Constitución, 98;Piso;Profesional;4;Polígono;Gijón;1537;147;No;Sí;No;226000
107529852;Casa de pueblo en Ov-1, 7;Casa Rural;Profesional;3;-;Oviedo;582;164;No;Sí;No;95500
107529852;Casa de pueblo en Ov-1, 7;Casa Rural;Profesional;3;-;Oviedo;582;164;No;Sí;No;95500
103478109;Casa independiente en Aldea Pedruño, 17;Chalet;Profesional;3;-;Oviedo;585;170;No;No;Sí;99500
107162180;Piso en avenida de la Constitución, 98;Piso;Profesional;4;Polígono;Gijón;1537;147;No;Sí;No;226000
106809036;Chalet en via Oviedo-Villaviciosa;Chalet;Profesional;4;-;Siero;1726;230;No;Sí;No;397000
107260002;Casa independiente en camino de la Piñera, 14;Chalet;Profesional;3;-;Siero;588;459;No;Sí;Sí;269990
107414618;Piso en calle Felipe Ii, 6;Piso;Profesional;3;La Calzada;Gijón;1348;89;No;No;No;120000
106852699;Piso en calle Ventura Rodríguez;Piso;Profesional;4;Parque San Francisco-Uría;Oviedo;2762;172;No;Sí;No;475000
106219547;Casa independiente;Chalet;Profesional;5;Somió;Gijón;2526;287;No;Sí;No;725000
106638371;Piso en calle Doctor Aquilino Hurlé, 19;Piso;Profesional;3;La Arena;Gijón;2840;81;No;No;No;230000
107501362;Chalet en Los Bellos, 1;Chalet;Profesional;3;-;Llanes;1623;154;No;Sí;Sí;250000
106452914;Piso en calle José Ramón Zaragoza, 10;Piso;Profesional;3;Masip;Oviedo;2184;103;No;Sí;No;225000
106728333;Dúplex en calle de la Independencia, 6;Duplex;Profesional;4;Parque San Francisco-Uría;Oviedo;2295;196;No;Sí;No;449900
107236967;Piso en calle Cervantes;Piso;Profesional;4;Parque San Francisco-Uría;Oviedo;2406;187;No;Sí;No;450000
100711642;Casa independiente en calle la Coruña;Chalet;Profesional;4;Olivares;Oviedo;1667;360;No;Sí;Sí;600000
107389481;Piso en calle Torre Bermeja;Piso;Profesional;3;Nuevo Gijón;Gijón;1951;82;No;No;No;160000
106969562;Piso en calle Monte Gamonal;Piso;Profesional;3;Ciudad Naranco-Prados de La Fuente;Oviedo;1423;130;No;No;No;185000
102630452;Piso en calle Niort, 16;Piso;Profesional;3;Ceares - Jesuitas;Gijón;1964;140;No;Sí;No;275000
107362837;Piso en calle Rosario;Piso;Profesional;3;Cimadevilla;Gijón;2614;88;No;No;No;230000
107333399;Piso en calle San Antonio, 32;Piso;Profesional;3;-;Siero;2111;90;No;Sí;No;190000
107282077;Piso en calle Carlos Asensio Bretones, 48;Piso;Profesional;3;Santo Domingo-El Campillín;Oviedo;2296;74;No;No;No;169900
107391467;Piso en avenida San José, 2;Piso;Profesional;3;-;Llanes;2281;114;No;Sí;No;260000
106287846;Chalet en Lugar Granda, 146;Chalet;Profesional;3;-;Siero;1875;80;No;Sí;No;150000
106573589;Piso en calle Uría;Piso;Profesional;3;Parque San Francisco-Uría;Oviedo;2303;165;No;No;No;380000
104546583;Casa independiente en avenida Solvay;Chalet;Profesional;4;-;Siero;1134;410;No;Sí;Sí;465000
107514312;Piso en calle Eduardo Martínez Torner, 1;Piso;Profesional;3;El Cristo;Oviedo;1833;90;No;No;No;165000
107299647;Piso en calle Monte Gamonal;Piso;Profesional;3;Ciudad Naranco-Prados de La Fuente;Oviedo;1839;56;No;No;No;103000
107501399;Chalet en As-379;Chalet;Profesional;3;-;Llanes;1098;205;No;Sí;Sí;225000
95464307;Chalet pareado en Olivares;Chalet;Profesional;5;Olivares;Oviedo;646;240;No;No;No;155000
106071147;Casa independiente en Vía;Chalet;Profesional;15;-;Oviedo;467;1500;No;No;No;700000
107223694;Piso en calle Ruiz Gómez;Piso;Profesional;4;-;Avilés;2711;140;No;No;No;379500
106516515;Casa independiente en calle el Villar;Chalet;Profesional;4;-;Siero;2198;273;No;No;No;600000
106104477;Piso en calle Cervantes;Piso;Profesional;3;Parque San Francisco-Uría;Oviedo;3012;171;No;Sí;No;515000
105616617;Piso en calle Cervantes;Piso;Profesional;4;Plaza de América;Oviedo;3063;160;No;No;No;490000
107189987;Casa independiente en Lln-8, 247;Chalet;Profesional;3;-;Llanes;1974;77;No;No;No;152000
107175288;Piso en calle Fuertes Acevedo, 9;Piso;Profesional;3;Buenavista;Oviedo;1918;98;No;No;No;188000
104792785;Casa independiente en puente Caserio el, 7;Chalet;Profesional;10;-;Villaviciosa;567;864;No;No;Sí;490000
107153964;Casa independiente en As-256, 28;Chalet;Profesional;7;-;Villaviciosa;4045;220;No;Sí;Sí;890000
106521960;Piso en calle Padre Suárez, 25;Piso;Profesional;3;Santo Domingo-El Campillín;Oviedo;621;169;No;No;No;104986
105183318;Casa independiente en Caserio Corujedo, 25 a;Chalet;Profesional;18;-;Siero;327;1009;No;Sí;Sí;329987
106923529;Casa independiente en Vv-6, 35;Chalet;Profesional;3;-;Villaviciosa;2581;62;No;No;No;160000
107189987;Casa independiente en Lln-8, 247;Chalet;Profesional;3;-;Llanes;1974;77;No;No;No;152000
107175288;Piso en calle Fuertes Acevedo, 9;Piso;Profesional;3;Buenavista;Oviedo;1918;98;No;No;No;188000
106636261;Casa independiente en Lugar La Carrera, 16;Chalet;Profesional;4;-;Oviedo;1343;70;No;Sí;Sí;94000
106572832;Casa independiente en Lugar Castro, 9005 a;Chalet;Profesional;5;-;Siero;2414;58;No;No;Sí;140000
106398514;Casa independiente;Chalet;Profesional;4;Somió;Gijón;3176;244;No;No;No;775000
105475921;Casa independiente en calle María Lejárraga;Chalet;Profesional;5;-;Avilés;1658;380;No;Sí;Sí;630000
106717043;Casa independiente en calle Campo de la Iglesia, 3;Chalet;Profesional;4;-;Avilés;575;261;No;No;Sí;150000
106161361;Piso en calle Saturnino Fresno, 2;Piso;Profesional;3;Milán-Pumarín;Oviedo;2030;64;No;No;No;129947
106999500;Piso en calle Tenderina Baja;Piso;Profesional;3;Ventanielles;Oviedo;1847;72;No;Sí;No;132999
107169757;Casa independiente en paseo de Valdeflora;Chalet;Profesional;5;-;Oviedo;1400;250;No;Sí;Sí;350000
100698642;Casa independiente en camino Bufones de Pria;Chalet;Profesional;9;-;Llanes;3481;395;No;Sí;Sí;1375000
106161761;Piso en calle Bermúdez de Castro, 63;Piso;Profesional;3;HUCA-La Cadellada;Oviedo;1874;80;No;No;No;149947
107115322;Piso en avenida de las Segadas;Piso;Profesional;3;Montecerrao;Oviedo;2443;88;No;No;No;215000
106913736;Piso en calle Cervantes;Piso;Profesional;5;Parque San Francisco-Uría;Oviedo;1599;269;No;No;No;430000
106508305;Piso en calle Cervantes;Piso;Profesional;3;Parque San Francisco-Uría;Oviedo;3679;140;No;Sí;No;515000
107106097;Piso en calle Espinosa, 4;Piso;Profesional;3;Jove - Veriña;Gijón;1647;85;No;No;No;140000
107230292;Piso en calle Isidoro Chamorro Perez;Piso;Profesional;5;San Lazaro-Otero-Villafría;Oviedo;1333;210;No;Sí;No;280000
99163004;Dúplex en calle Pidal, 11;Duplex;Profesional;4;-;Llanes;2493;140;No;Sí;No;349000
107382030;Piso en calle Juan Alvargonzález s/n;Piso;Profesional;3;El Llano;Gijón;2012;84;No;No;No;169000
106442485;Piso en calle Cabrales, 19;Piso;Profesional;4;Centro - San Lorenzo;Gijón;2077;143;No;No;No;297000
107382116;Piso en calle Ventura Rodríguez;Piso;Profesional;4;Parque San Francisco-Uría;Oviedo;2529;174;No;Sí;No;440000
105995232;Piso en calle del Prado, 1;Piso;Profesional;3;-;Avilés;1829;82;No;No;No;150000
105501351;Casa independiente en calle Las Mazas;Chalet;Profesional;3;-;Oviedo;935;309;No;No;Sí;289000
106972784;Casa independiente en tiroco s/n;Chalet;Profesional;3;-;Siero;633;248;No;No;No;157000
107312488;Chalet adosado en camino de la Piñera;Chalet;Profesional;3;-;Siero;1317;60;No;No;No;79000
106550521;Casa independiente;Chalet;Profesional;6;-;Oviedo;713;811;No;Sí;Sí;578000
106176062;Casa independiente en As-322, 6;Chalet;Profesional;4;-;Oviedo;919;381;No;No;Sí;350000
106931681;Chalet en calle Cardenal Inguanzo;Chalet;Profesional;5;Auditorio-Seminario-Parque de Invierno;Oviedo;1299;485;No;Sí;No;630000
107195849;Casa independiente en calle Siero;Chalet;Profesional;4;-;Siero;1134;410;No;Sí;Sí;465000
91295971;Piso en calle Lope de Vega;Piso;Profesional;3;Fozaneldi-Tenderina;Oviedo;1500;90;No;Sí;No;135000
105455166;Chalet en carretera Cué, 29 -21;Chalet;Profesional;4;-;Llanes;4167;204;No;No;Sí;850000
99444182;Dúplex en calle José María Martínez Cachero;Duplex;Profesional;3;Parque del Oeste;Oviedo;1900;100;No;Sí;No;190000
106738710;Piso en calle María Cristina;Piso;Profesional;3;El Coto;Gijón;2153;72;No;No;No;155000
106589840;Casa independiente;Chalet;Profesional;7;-;Llanes;801;398;No;Sí;Sí;318947
107127458;Piso en calle Electra;Piso;Profesional;3;Centro - Puerto;Gijón;2097;124;No;No;No;260000
105037219;Chalet en calle Villaverde;Chalet;Profesional;6;-;Siero;1708;380;No;Sí;Sí;649000
105555094;Casa independiente en calle Párroco Don José F. Teral, 26;Chalet;Profesional;4;-;Avilés;1496;264;No;Sí;Sí;395000
103933880;Piso;Piso;Profesional;3;El Cristo;Oviedo;1852;81;No;Sí;No;150000
104823128;Piso;Piso;Profesional;5;Salesas-Foncalada-Campoamor;Oviedo;2275;167;No;No;No;380000
105062380;Casa independiente;Chalet;Profesional;4;-;Oviedo;1035;227;No;No;No;235000
107325257;Ático;Ático;Profesional;4;Santo Domingo-El Campillín;Oviedo;2114;149;No;No;No;315000
107325249;Piso;Piso;Profesional;3;Santo Domingo-El Campillín;Oviedo;1999;100;No;No;No;199900
107192924;Piso;Piso;Profesional;3;Milán-Pumarín;Oviedo;2789;81;No;No;No;225900
107542513;Piso en calle Puerto Ventana, 6;Piso;Profesional;3;-;Siero;1765;85;No;Sí;No;150000
105734587;Casa independiente;Chalet;Profesional;4;-;Llanes;4208;202;No;Sí;Sí;850000
107205669;Chalet adosado en El Campo de Olivares s/n;Chalet;Profesional;3;Olivares;Oviedo;2095;210;No;Sí;Sí;440000
107157275;Dúplex en Rey Pelayo, 1;Duplex;Profesional;4;Parque San Francisco-Uría;Oviedo;2498;200;No;No;No;499500
104936001;Casa independiente en calle Estadillo, 13;Chalet;Profesional;3;Tremañes;Gijón;1690;142;No;Sí;Sí;240000
104491077;Piso en avenida de Oviedo, 4;Piso;Profesional;5;-;Noreña;799;413;No;Sí;Sí;330000
102077921;Casa independiente en Miyar, 2;Chalet;Profesional;4;-;Cangas de Onís;2500;298;No;Sí;Sí;745000
103165963;Piso en calle Cervantes;Piso;Profesional;6;Parque San Francisco-Uría;Oviedo;1593;204;No;Sí;No;325000
104109094;Piso en calle Egidio Gavito;Piso;Profesional;3;-;Llanes;3000;95;No;No;No;285000
92077961;Casa independiente en Cu-6;Chalet;Profesional;7;-;Cudillero;1133;450;No;Sí;Sí;510000
102594407;Piso en calle San Xuan Bautista de la Salle;Piso;Profesional;3;-;Mieres del Camino;1541;81;No;No;No;124800
105383426;Casa independiente en calle La Barquera;Chalet;Profesional;9;-;Colunga;2357;403;No;Sí;Sí;950000
107231504;Casa independiente en La Millariega;Chalet;Profesional;4;-;Tineo;574;544;No;Sí;Sí;312000
106706857;Casa independiente en Vía;Chalet;Profesional;3;-;Luarca - Valdés;898;256;No;Sí;Sí;230000
106920436;Piso en calle los Magnolios;Piso;Profesional;3;-;Llanera;2059;85;No;Sí;Sí;175000
106717437;Chalet pareado en Cd-3;Chalet;Profesional;3;-;Candamo;1519;158;No;Sí;Sí;240000
84630533;Casa independiente en camino Arriba, 1392 -1400;Chalet;Profesional;7;Somió;Gijón;3660;754;No;No;No;2760000
107487196;Piso en calle Belmonte de Miranda, 4;Piso;Profesional;3;Centro - Puerto;Gijón;3194;72;No;No;No;230000
107354880;Casa independiente;Chalet;Profesional;6;-;Llanes;1680;375;No;Sí;Sí;630000
105089149;Chalet adosado en Lugar Castro, 6033 a;Chalet;Profesional;5;-;Siero;2435;200;No;Sí;Sí;487000
99298121;Casa independiente;Chalet;Profesional;5;-;Llanes;2148;454;No;No;Sí;975000
107285832;Piso en avenida la Paz, 6 -8;Piso;Profesional;3;-;Llanes;2184;103;No;Sí;No;225000
104655070;Casa independiente en plaza Príncipe de Asturias, 1;Chalet;Profesional;6;-;Salas;626;927;No;No;Sí;580000
105031751;Chalet en calle Marquesa de Canillejas, 11;Chalet;Profesional;3;-;Siero;622;635;No;No;No;395000
105455105;Casa independiente en As-252;Chalet;Profesional;3;-;Laviana;1183;186;No;No;No;220000
106640139;Chalet pareado en calle los Boxes;Chalet;Profesional;5;-;Llanera;1119;344;No;Sí;Sí;385000
102086278;Casa independiente en Lugar Prado, 28;Chalet;Profesional;3;-;Teverga;794;160;No;No;Sí;127000
106900158;Chalet en Lugar Lorio;Chalet;Profesional;3;-;Laviana;433;208;No;No;No;90000
100826685;Casa independiente;Chalet;Profesional;6;-;Llanes;1774;372;No;No;Sí;660000
106004523;Piso en cuesta del Lago, 46 -50;Piso;Profesional;3;-;Mieres del Camino;572;173;No;No;No;99000
94496886;Chalet adosado;Chalet;Profesional;4;-;Laviana;334;374;No;Sí;No;125000
106526648;Piso en calle Sacramento;Piso;Profesional;4;Auditorio-Seminario-Parque de Invierno;Oviedo;2339;115;No;No;No;269000
106128778;Chalet en Lugar Lorio;Chalet;Profesional;3;-;Laviana;1690;84;No;No;No;142000
107179373;Piso en calle Piloña;Piso;Profesional;3;Montecerrao;Oviedo;3010;98;No;Sí;No;295000
106720240;Piso en calle del Río Eo;Piso;Profesional;3;Pumarín;Gijón;1507;73;No;No;No;110000
104701418;Casa independiente en carretera General Bárzana;Chalet;Profesional;5;-;Quirós;759;158;No;No;Sí;120000
105906356;Piso en calle Emilio Tuya, 25;Piso;Profesional;4;La Arena;Gijón;2764;123;No;No;No;340000
105088901;Piso en calle Madrid, 19;Piso;Profesional;3;-;Gozón;1977;87;No;No;No;172000
102585005;Piso en calle Cabrales;Piso;Profesional;7;Centro - San Lorenzo;Gijón;2162;266;No;No;No;575000
106272319;Dúplex en Juan de Austria, 10;Duplex;Profesional;3;La Calzada;Gijón;1646;158;No;No;No;260000
107231729;Piso en calle Ezcurdia, 168;Piso;Profesional;5;El Bibio - Les Mestes;Gijón;3505;184;No;Sí;No;645000
106032296;Chalet adosado en plaza la Paraxuela, 54;Chalet;Profesional;3;-;Mieres del Camino;1451;124;No;Sí;No;179900
106377716;Casa independiente en Celoriu;Chalet;Profesional;4;-;Llanes;4231;130;No;No;Sí;550000
107179386;Piso en calle Asturias;Piso;Profesional;3;Parque San Francisco-Uría;Oviedo;2523;107;No;No;No;270000
90597815;Casa independiente en calle Jovellanos, 14;Chalet;Profesional;7;-;Pravia;829;428;No;No;No;355000
105463366;Piso en callejón Foncalada;Piso;Profesional;3;Salesas-Foncalada-Campoamor;Oviedo;2383;107;No;Sí;No;255000
107077915;Piso en calle Marqués de Canillejas;Piso;Profesional;3;-;Llanes;3431;102;No;Sí;No;350000
107116470;Piso en Dolores;Piso;Profesional;3;El Llano Alto;Gijón;2249;80;No;No;No;179900
106573171;Piso en Río Pigüeña;Piso;Profesional;3;-;Siero;1078;116;No;No;No;125000
95484203;Casa independiente en Aldea Piñera;Chalet;Profesional;3;-;Bimenes;1167;90;No;No;No;105000
95242405;Casa independiente en Barrio Robledo;Chalet;Profesional;3;Caldones;Gijón;731;271;No;Sí;Sí;198000
38422417;Palacio en caserio valdepares;Casa Rural;Profesional;5;-;El Franco;1994;346;No;Sí;Sí;690000
98529586;Casa independiente en carretera General Bárzana;Chalet;Profesional;4;-;Quirós;441;213;No;No;No;94000
106307245;Casa independiente en Camín de la Eria;Chalet;Profesional;4;Porceyo - Cenero;Gijón;1935;460;No;Sí;Sí;890000
104312216;Casa independiente en Caserio Carbayon;Chalet;Profesional;3;-;Mieres del Camino;959;193;No;Sí;Sí;185000
98972644;Casa independiente en Aldea Monteciello;Chalet;Profesional;6;-;Teverga;641;234;No;No;Sí;150000
101730861;Casa independiente en Escoredo, 2;Chalet;Profesional;5;-;Pravia;973;293;No;No;No;285000
106364586;Casa independiente en Vía, 1;Chalet;Profesional;5;-;Llanes;1810;290;No;No;Sí;525000
