Id del anuncio;Tipo de inmueble;Tipo de vendedor;Barrio;Municipio;Distrito;Precio;Euros/m2;Metros cuadrados construidos;Habitaciones;Baños;Planta;Latitud;Longitud;Ascensor (Sí/No);Obra nueva (Sí/No);Piscina (Sí/No);Terraza (Sí/No);Parking (Sí/No);Parking incluído en el precio (Sí/No);Aire acondicionado (Sí/No);Trastero (Sí/No);Jardín (Sí/No)
101206211;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;375000.0;1974.0;190.0;4.0;3.0;1;43,3595144;-5,8580504;Sí;No;No;No;Sí;Sí;No;Sí;No
101207584;Piso;Profesional;-;Cangas de Onís;-;171800.0;1302.0;132.0;4.0;2.0;1;43,3482102;-5,1311785;Sí;No;No;Sí;Sí;Sí;No;Sí;No
101209591;Piso;Particular;-;Lena;-;37000.0;402.0;92;4.0;2.0;1;43,105929;-5,8181726;No;No;No;No;No;No;No;Sí;No
101237951;Piso;Profesional;-;Langreo;La Felguera;67925.0;781.0;87;3.0;1.0;7;43,3071875;-5,6947018;Sí;No;No;No;No;No;No;Sí;No
101245774;Piso;Profesional;-;Mieres del Camino;La Villa - Bazuelo;160000.0;941.0;170.0;5.0;3.0;2;43,2489918;-5,7749443;Sí;No;No;No;Sí;No;No;No;No
101259474;Piso;Particular;-;Laviana;-;160000.0;1524.0;105.0;3.0;2.0;1;43,2462236;-5,5619386;Sí;No;No;No;Sí;Sí;No;Sí;No
101278209;Piso;Profesional;-;Langreo;La Felguera;185000.0;1609.0;115.0;3.0;2.0;4;43,3079214;-5,6902457;Sí;No;No;No;No;No;No;No;No
101285621;Piso;Profesional;Buenavista;Oviedo;Buenavista-Ería-Montecerrao;265000.0;3313.0;80.0;2.0;2.0;5;43,3585061;-5,8581667;Sí;No;No;Sí;Sí;Sí;No;Sí;No
101285621;Piso;Profesional;Buenavista;Oviedo;Buenavista-Ería-Montecerrao;265000.0;3313.0;80.0;2.0;2.0;5;43,3585061;-5,8581667;Sí;No;No;Sí;Sí;Sí;No;Sí;No
101292146;Piso;Profesional;-;Avilés;Jardín de Cantos - El Nodo;186534.0;2073.0;90.0;2.0;1.0;2;43,5613253;-5,9292868;Sí;No;No;No;Sí;Sí;No;No;No
101297884;Piso;Profesional;-;Grado;-;115630.0;869.0;133;4.0;2.0;1;43,3893382;-6,0729666;Sí;No;No;Sí;No;No;No;Sí;No
101298753;Piso;Profesional;-;Pravia;-;70000.0;714.0;98;3.0;1.0;3;43,4854994;-6,108982;Sí;No;No;No;No;No;No;Sí;No
101302415;Piso;Particular;-;El Franco;-;135000.0;1055.0;128;3.0;2.0;1;43,5499774;-6,8281819;No;No;No;Sí;No;No;No;No;Sí
101315703;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;320000.0;2038.0;157.0;5.0;2.0;5;43,36178;-5,8510873;Sí;No;No;Sí;No;No;No;Sí;No
101321041;Ático;Profesional;-;Grado;-;60000.0;500.0;120;5.0;1.0;3;43,3891982;-6,0686515;No;No;No;No;No;No;No;Sí;No
101338506;Piso;Profesional;-;Langreo;Sama;85000.0;876.0;97;4.0;2.0;6;43,29354;-5,68214;Sí;No;No;No;No;No;No;Sí;No
101350936;Piso;Profesional;-;San Martín del Rey Aurelio;-;55000.0;696.0;79;3.0;1.0;3;43,2872843;-5,6231309;No;No;No;No;No;No;No;Sí;No
101391309;Piso;Profesional;-;Aller;-;95000.0;1203.0;79;3.0;1.0;2;43,1083924;-5,51846;Sí;No;No;No;Sí;Sí;No;Sí;No
101395734;Piso;Profesional;El Llano;Gijón;El Llano;115000.0;2212.0;52;2.0;1.0;1;43,5272454;-5,6683443;Sí;No;No;No;No;No;No;No;No
101406603;Piso;Profesional;-;Avilés;Jardín de Cantos - El Nodo;250000.0;2778.0;90.0;2.0;2.0;7;43,5614525;-5,9290106;Sí;No;No;No;Sí;Sí;No;Sí;No
101407424;Duplex;Particular;-;Mieres del Camino;Figaredo - Turón;124800.0;1621.0;77;3.0;1.0;2;43,2099331;-5,7403135;No;No;No;No;No;No;No;Sí;Sí
101452614;Duplex;Profesional;Milán-Pumarín;Oviedo;Corredoria-Huca-Teatinos;290000.0;2132.0;136.0;4.0;3.0;4;43,3683912;-5,8427931;Sí;No;No;No;Sí;Sí;No;Sí;No
101463522;Piso;Profesional;Ciudad Naranco-Prados de La Fuente;Oviedo;Ciudad Naranco-Vallobín-La Florida;170000.0;1619.0;105.0;4.0;2.0;1;43,365161;-5,8556632;Sí;No;No;No;No;No;No;No;No
101467941;Piso;Profesional;-;Pravia;-;54900.0;624.0;88;3.0;1.0;3;43,4856693;-6,1119377;No;No;No;Sí;No;No;No;No;No
101474149;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;720000.0;3000.0;240.0;4.0;4.0;3;43,3621397;-5,8518998;Sí;No;No;Sí;No;No;No;No;No
101499824;Piso;Profesional;-;Grado;-;108000.0;1049.0;103;3.0;2.0;2;43,3846162;-6,0757711;Sí;No;No;No;Sí;Sí;No;Sí;No
101503373;Piso;Particular;-;Navia;-;140000.0;2000.0;70;2.0;2.0;3;43,5423463;-6,7182398;Sí;No;No;Sí;No;No;No;Sí;No
101509918;Piso;Particular;-;Grado;-;135000.0;1688.0;80;3.0;2.0;1;43,38431;-6,07565;Sí;No;No;No;Sí;Sí;No;Sí;No
101509957;Piso;Particular;-;Grado;-;40000.0;364.0;110;3.0;1.0;4;43,3860434;-6,0759181;No;No;No;No;No;No;No;No;No
101513272;Piso;Profesional;-;Lena;-;49000.0;500.0;98;3.0;1.0;5;43,1628548;-5,8276782;No;No;No;No;No;No;No;Sí;No
101516288;Piso;Profesional;Auditorio-Seminario-Parque de Invierno;Oviedo;Centro-Casco Histórico;349000.0;1586.0;220.0;2.0;2.0;1;43,3569234;-5,851787;Sí;No;No;No;No;No;No;No;No
101519936;Piso;Profesional;-;Bimenes;-;59237.0;559.0;106;3.0;2.0;2;43,3370743;-5,5658285;No;No;No;No;Sí;Sí;No;No;No
101523811;Piso;Profesional;HUCA-La Cadellada;Oviedo;Corredoria-Huca-Teatinos;250000.0;3289.0;76.0;2.0;2.0;14;43,3764556;-5,8321866;Sí;No;No;No;Sí;Sí;No;Sí;No
101523811;Piso;Profesional;HUCA-La Cadellada;Oviedo;Corredoria-Huca-Teatinos;250000.0;3289.0;76.0;2.0;2.0;14;43,3764556;-5,8321866;Sí;No;No;No;Sí;Sí;No;Sí;No
101556191;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;240000.0;1951.0;123.0;4.0;2.0;5;43,3687904;-5,8482902;Sí;No;No;Sí;Sí;Sí;No;Sí;No
101582358;Piso;Profesional;-;Ribadesella;-;199000.0;2314.0;86.0;2.0;2.0;2;43,463855;-5,0572507;Sí;No;No;No;No;No;No;No;No
101585089;Piso;Profesional;-;Luarca - Valdés;-;75000.0;893.0;84;3.0;1.0;1;43,5406363;-6,539312;Sí;No;No;No;No;No;No;No;No
101635602;Piso;Profesional;Fozaneldi-Tenderina;Oviedo;Fozaneldi-Tenderina-Ventanielles;118000.0;1311.0;90;2.0;2.0;7;43,3582087;-5,8317539;Sí;No;No;No;No;No;No;No;Sí
101662749;Duplex;Profesional;-;Aller;-;65000.0;533.0;122;6.0;1.0;2;43,1649522;-5,6478952;No;No;No;Sí;No;No;No;No;No
101664625;Piso;Particular;-;Tineo;-;90000.0;1000.0;90;3.0;1.0;2;43,3337971;-6,4075589;No;No;No;No;No;No;No;Sí;Sí
101691798;Piso;Profesional;-;Oviedo;San Claudio-Trubia-Las Caldas;79500.0;1472.0;54;2.0;2.0;2;43,3396749;-5,9819408;Sí;No;No;No;Sí;Sí;No;Sí;No
101711152;Piso;Profesional;-;Grado;-;150000.0;1579.0;95.0;3.0;2.0;2;43,39481;-6,06526;Sí;Sí;No;Sí;No;No;No;Sí;No
101721951;Piso;Profesional;Vallobín;Oviedo;Ciudad Naranco-Vallobín-La Florida;82000.0;1708.0;48;1.0;1.0;3;43,3667141;-5,8651349;Sí;No;No;No;No;No;No;No;No
101725385;Piso;Profesional;-;Laviana;-;78000.0;1054.0;74;2.0;2.0;4;43,2414366;-5,5598636;Sí;No;No;Sí;No;No;No;No;No
101786087;Piso;Profesional;-;Avilés;Centro;220000.0;1571.0;140.0;3.0;2.0;5;43,5552617;-5,9248747;Sí;No;No;Sí;No;No;No;No;No
101797475;Piso;Profesional;-;Laviana;-;65000.0;684.0;95;3.0;1.0;2;43,2462378;-5,5640578;No;No;No;Sí;No;No;No;Sí;No
101808411;Piso;Profesional;La Ería;Oviedo;Buenavista-Ería-Montecerrao;350000.0;1458.0;240.0;4.0;3.0;2;43,3598413;-5,865011;Sí;No;No;Sí;Sí;Sí;No;Sí;No
101846470;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;390000.0;1921.0;203.0;6.0;3.0;1;43,3587463;-5,8553823;Sí;No;No;No;Sí;Sí;No;Sí;Sí
101873924;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;340000.0;2345.0;145.0;3.0;2.0;5;43,3614781;-5,8503282;Sí;No;No;No;No;No;No;Sí;No
101877551;Piso;Profesional;HUCA-La Cadellada;Oviedo;Corredoria-Huca-Teatinos;236500.0;2543.0;93.0;3.0;2.0;1;43,3759319;-5,8223717;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
101884195;Piso;Profesional;-;Corvera de Asturias;-;125000.0;1786.0;70;2.0;2.0;4;43,5354061;-5,9049432;Sí;No;No;No;Sí;Sí;No;Sí;No
101884195;Piso;Profesional;-;Corvera de Asturias;-;125000.0;1786.0;70;2.0;2.0;4;43,5354061;-5,9049432;Sí;No;No;No;Sí;Sí;No;Sí;No
101939031;Piso;Profesional;-;Lena;-;110000.0;957.0;115;3.0;2.0;4;43,1610213;-5,8294826;Sí;No;No;No;Sí;No;No;No;No
101939031;Piso;Profesional;-;Lena;-;110000.0;957.0;115;3.0;2.0;4;43,1610213;-5,8294826;Sí;No;No;No;Sí;No;No;No;No
101942567;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;340000.0;2345.0;145.0;3.0;3.0;5;43,3629779;-5,8498626;Sí;No;No;No;Sí;No;No;Sí;No
101942567;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;340000.0;2345.0;145.0;3.0;3.0;5;43,3629779;-5,8498626;Sí;No;No;No;Sí;No;No;Sí;No
101945305;Piso;Particular;-;San Martín del Rey Aurelio;-;55000.0;550.0;100;3.0;2.0;2;43,2876673;-5,636389;Sí;No;No;No;No;No;No;Sí;No
101954951;Piso;Particular;-;Tineo;-;70000.0;625.0;112;3.0;1.0;6;43,3345549;-6,4169424;Sí;No;No;Sí;No;No;No;No;No
101955953;Piso;Profesional;-;Corvera de Asturias;-;79000.0;849.0;93;4.0;1.0;3;43,5364907;-5,8849962;No;No;No;Sí;No;No;No;Sí;No
101965006;Piso;Profesional;-;Lena;-;46000.0;465.0;99;3.0;1.0;4;43,1604448;-5,8259645;No;No;No;No;No;No;No;Sí;No
101967356;Piso;Profesional;-;Lena;-;73000.0;695.0;105;3.0;2.0;2;43,1636093;-5,8292302;Sí;No;No;No;Sí;Sí;No;Sí;No
101967569;Piso;Particular;-;Langreo;La Felguera;135000.0;1350.0;100;3.0;2.0;4;43,3070111;-5,6926011;Sí;No;No;No;No;No;No;Sí;No
101970814;Piso;Particular;-;Corvera de Asturias;-;65000.0;707.0;92;3.0;1.0;2;43,5335111;-5,9002232;No;No;No;Sí;No;No;No;No;No
101994907;Piso;Profesional;-;Avilés;Centro;220000.0;1528.0;144.0;3.0;2.0;5;43,5570128;-5,9255543;Sí;No;No;No;No;No;No;No;No
101994907;Piso;Profesional;-;Avilés;Centro;220000.0;1528.0;144.0;3.0;2.0;5;43,5570128;-5,9255543;Sí;No;No;No;No;No;No;No;No
102013683;Piso;Particular;Cimadevilla;Gijón;Centro;155000.0;3875.0;40.0;1.0;1.0;2;43,5461863;-5,66401;No;No;No;No;No;No;No;No;No
102045278;Piso;Profesional;-;Siero;La Pola Siero;185000.0;2434.0;76.0;2.0;2.0;7;43,3921499;-5,6524318;Sí;No;No;No;Sí;Sí;No;Sí;No
102049204;Ático;Profesional;-;Ribadesella;-;280000.0;1333.0;210.0;6.0;3.0;3;43,4645869;-5,0582606;No;No;No;No;No;No;No;No;No
102085409;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;540000.0;5625.0;96.0;2.0;2.0;5;43,3626753;-5,8478796;Sí;No;No;No;Sí;Sí;No;No;No
102090657;Piso;Profesional;-;Siero;La Fresneda;274000.0;2491.0;110.0;3.0;2.0;1;43,42038;-5,7910199;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
102094248;Piso;Profesional;-;Belmonte de Miranda;-;70000.0;805.0;87;3.0;2.0;2;43,2549639;-6,2588369;No;No;No;Sí;No;No;No;No;No
102101038;Piso;Profesional;Corredoria-La Carisa-Prado de La Vega;Oviedo;Corredoria-Huca-Teatinos;253500.0;2438.0;104.0;3.0;2.0;2;43,3788326;-5,8172329;Sí;Sí;No;Sí;Sí;Sí;No;Sí;No
102132545;Piso;Particular;-;Mieres del Camino;La Villa - Bazuelo;85000.0;1063.0;80;2.0;2.0;2;43,2494835;-5,7732215;No;No;No;No;No;No;No;Sí;No
102140119;Piso;Profesional;-;Villaviciosa;Tazones - Argüero;125000.0;2016.0;62;2.0;1.0;2;43,5447184;-5,3998912;No;No;No;No;No;No;No;No;No
102142694;Piso;Particular;-;Avilés;El Pozón - Villalegre - La Luz;60000.0;938.0;64;2.0;1.0;1;43,537815;-5,9047688;Sí;No;No;No;No;No;No;No;No
102150792;Piso;Particular;Montecerrao;Oviedo;Buenavista-Ería-Montecerrao;215000.0;2443.0;88.0;3.0;2.0;4;43,3539023;-5,8581652;Sí;No;No;No;No;No;No;Sí;No
102157608;Duplex;Particular;-;Pravia;-;235000.0;1780.0;132.0;4.0;2.0;1;43,53859;-6,11745;No;No;No;No;No;No;No;Sí;No
102159877;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;900000.0;3600.0;250.0;6.0;4.0;2;43,3598532;-5,8532847;Sí;No;No;No;Sí;Sí;No;Sí;No
102202058;Piso;Profesional;-;Villaviciosa;Tazones - Argüero;125000.0;2404.0;52;2.0;1.0;2;43,5447268;-5,4014874;No;No;No;No;No;No;No;No;No
102204973;Piso;Profesional;HUCA-La Cadellada;Oviedo;Corredoria-Huca-Teatinos;320000.0;2602.0;123.0;2.0;2.0;6;43,3710522;-5,8293566;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102211294;Piso;Profesional;La Calzada;Gijón;Oeste;112000.0;1514.0;74;3.0;1.0;1;43,5379305;-5,7054218;Sí;No;No;No;No;No;No;No;No
102237922;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;475000.0;2375.0;200.0;4.0;3.0;6;43,3605041;-5,8558914;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102244609;Piso;Particular;-;Nava;-;75000.0;1442.0;52;1.0;1.0;2;43,3570102;-5,5108595;Sí;No;No;No;No;No;No;No;Sí
102246927;Piso;Profesional;-;Cudillero;-;105000.0;2100.0;50;1.0;1.0;2;43,5629568;-6,2313609;Sí;No;No;Sí;No;No;No;No;No
102315884;Piso;Particular;-;Mieres del Camino;San Pedro - Siana;84000.0;1050.0;80;2.0;1.0;3;43,2555257;-5,7814451;Sí;No;No;No;No;No;No;Sí;No
102327268;Duplex;Particular;Auditorio-Seminario-Parque de Invierno;Oviedo;Centro-Casco Histórico;540000.0;3273.0;165.0;4.0;3.0;3;43,3574841;-5,8473767;Sí;No;No;No;Sí;Sí;No;Sí;No
102348413;Piso;Particular;-;Oviedo;San Claudio-Trubia-Las Caldas;110000.0;917.0;120;4.0;2.0;1;43,3547935;-5,9199152;Sí;No;Sí;No;Sí;Sí;No;Sí;Sí
102369821;Piso;Profesional;-;Mieres del Camino;San Pedro - Siana;125000.0;1126.0;111;4.0;2.0;3;43,2527211;-5,7772183;Sí;No;No;Sí;No;No;No;Sí;No
102395193;Piso;Profesional;-;Mieres del Camino;San Pedro - Siana;84000.0;1050.0;80;2.0;1.0;3;43,2556575;-5,7804274;Sí;No;No;No;No;No;No;Sí;No
102399292;Piso;Profesional;-;Langreo;La Felguera;72000.0;750.0;96;3.0;2.0;1;43,3086034;-5,6934836;Sí;No;No;No;No;No;No;Sí;No
102400238;Piso;Profesional;Plaza de América;Oviedo;Centro-Casco Histórico;440000.0;2328.0;189.0;5.0;3.0;6;43,3625236;-5,855849;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102447001;Piso;Particular;Masip;Oviedo;Buenavista-Ería-Montecerrao;120000.0;1714.0;70;3.0;1.0;5;43,36232;-5,8625155;Sí;No;No;No;Sí;Sí;No;Sí;No
102463578;Ático;Profesional;-;Avilés;La Magdalena;145000.0;2458.0;59;2.0;1.0;6;43,5464207;-5,9255039;Sí;No;No;No;No;No;No;No;No
102486805;Piso;Profesional;-;San Martín del Rey Aurelio;-;120000.0;1043.0;115;4.0;2.0;5;43,2872901;-5,6407234;Sí;No;No;No;No;No;No;Sí;No
102513801;Piso;Particular;-;Cangas de Narcea;-;140000.0;778.0;180;6.0;3.0;1;43,1771206;-6,5490044;No;No;No;No;No;No;No;No;No
102549769;Piso;Profesional;El Cristo;Oviedo;Buenavista-Ería-Montecerrao;150000.0;1875.0;80.0;3.0;1.0;8;43,3574591;-5,8566385;Sí;No;No;No;Sí;Sí;No;Sí;No
102554694;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;690000.0;2379.0;290.0;4.0;2.0;4;43,3645471;-5,8516851;Sí;No;No;Sí;No;No;No;No;No
102554985;Piso;Profesional;Cimadevilla;Gijón;Centro;195000.0;4535.0;43.0;1.0;1.0;2;43,546195;-5,6628585;Sí;No;No;No;Sí;No;No;Sí;No
102585005;Piso;Profesional;Centro - San Lorenzo;Gijón;Centro;575000.0;2162.0;266.0;7.0;3.0;7;43,5358716;-5,6594169;Sí;No;No;Sí;No;No;No;No;No
102594407;Piso;Profesional;-;Mieres del Camino;San Pedro - Siana;124800.0;1541.0;81;3.0;1.0;2;43,2537101;-5,7771198;No;No;No;No;No;No;No;Sí;No
102606625;Ático;Profesional;Las Campas;Oviedo;Ciudad Naranco-Vallobín-La Florida;220000.0;1457.0;151.0;3.0;2.0;7;43,3642084;-5,8883645;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102619702;Piso;Profesional;-;Langreo;La Felguera;50000.0;588.0;85;3.0;1.0;1;43,3069783;-5,6913371;No;No;No;No;No;No;No;Sí;No
102634548;Piso;Profesional;Centro - San Lorenzo;Gijón;Centro;360000.0;3636.0;99.0;3.0;2.0;2;43,5372034;-5,6577294;Sí;Sí;No;No;No;No;No;No;No
102635168;Piso;Profesional;-;Luarca - Valdés;-;135000.0;1929.0;70;3.0;2.0;1;43,5413946;-6,5334725;Sí;No;No;No;No;No;No;Sí;No
102653373;Duplex;Profesional;-;Avilés;Centro;144000.0;1846.0;78;3.0;1.0;3;43,5505575;-5,9179312;Sí;No;No;Sí;No;No;No;No;No
102658989;Piso;Profesional;-;Luarca - Valdés;-;65000.0;1250.0;52;1.0;1.0;3;43,54157;-6,53752;Sí;No;No;No;No;No;No;No;No
102661526;Piso;Particular;-;Lena;-;65000.0;1806.0;36;1.0;1.0;2;42,9787818;-5,7736952;No;No;No;No;Sí;Sí;No;Sí;No
102675902;Piso;Profesional;-;Laviana;-;78000.0;678.0;115;2.0;2.0;2;43,2611834;-5,5749996;Sí;No;No;No;Sí;Sí;No;Sí;No
102696144;Piso;Profesional;-;Llanes;Llanes;295000.0;2360.0;125.0;2.0;1.0;1;43,4201741;-4,7548499;Sí;No;No;No;No;No;No;No;No
102725711;Piso;Particular;-;Laviana;-;69000.0;627.0;110;3.0;2.0;1;43,2463469;-5,5626262;No;No;No;Sí;Sí;Sí;No;Sí;No
102730731;Piso;Particular;-;Grado;-;58000.0;611.0;95;3.0;1.0;3;43,3876155;-6,0706524;No;No;No;No;No;No;No;Sí;No
102754314;Piso;Particular;-;Aller;-;75000.0;1027.0;73;3.0;1.0;4;43,1614739;-5,6252155;Sí;No;No;No;No;No;No;Sí;No
102757125;Piso;Profesional;-;Siero;La Pola Siero;93000.0;2022.0;46;1.0;1.0;1;43,3935076;-5,65569;Sí;No;No;No;Sí;Sí;No;Sí;No
102757395;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;710000.0;1647.0;431.0;7.0;6.0;5;43,3628105;-5,8510676;Sí;No;No;No;Sí;Sí;No;No;No
102757395;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;710000.0;1647.0;431.0;7.0;6.0;5;43,3628105;-5,8510676;Sí;No;No;No;Sí;Sí;No;No;No
102780263;Piso;Profesional;El Llano - Pryca;Gijón;El Llano;289000.0;2206.0;131.0;4.0;2.0;1;43,5313435;-5,6657715;Sí;No;No;Sí;Sí;No;No;No;No
102799268;Piso;Particular;-;Castropol;-;80000.0;1333.0;60;1.0;1.0;1;43,5263357;-7,02924;No;No;No;No;No;No;No;No;No
102808560;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;289000.0;3360.0;86.0;2.0;2.0;4;43,3621382;-5,8496303;Sí;No;No;No;No;No;No;Sí;No
102808607;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;289000.0;3360.0;86.0;2.0;2.0;4;43,3644068;-5,8462227;Sí;No;No;No;No;No;No;Sí;No
102808607;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;289000.0;3360.0;86.0;2.0;2.0;4;43,3644068;-5,8462227;Sí;No;No;No;No;No;No;Sí;No
102810069;Piso;Profesional;-;Ribadedeva;-;180000.0;2195.0;82.0;3.0;2.0;1;43,37413;-4,5653025;Sí;No;No;No;Sí;Sí;No;Sí;No
102835854;Ático;Profesional;-;Llanes;Llanes;350000.0;1357.0;258.0;4.0;2.0;3;43,4214677;-4,755102;No;No;No;Sí;No;No;No;No;No
102837440;Chalet;Profesional;-;Cabranes;-;30000.0;577.0;52;2.0;1.0;-;43,389649;-5,4221982;No;No;No;No;No;No;No;No;No
102845894;Piso;Profesional;Argañosa;Oviedo;Buenavista-Ería-Montecerrao;160000.0;1720.0;93.0;3.0;2.0;1;43,364611;-5,864384;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102852134;Ático;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;199999.0;2041.0;98.0;2.0;2.0;5;43,3655402;-5,8517125;Sí;No;No;No;No;No;No;No;No
102861260;Piso;Particular;El Cristo;Oviedo;Buenavista-Ería-Montecerrao;149500.0;1823.0;82.0;3.0;1.0;1;43,3557295;-5,8586238;Sí;No;No;No;No;No;No;Sí;No
102861950;Piso;Particular;Montevil;Gijón;Sur;196000.0;2450.0;80.0;2.0;2.0;2;43,5179605;-5,6717044;Sí;No;No;No;Sí;Sí;No;Sí;Sí
102882426;Piso;Profesional;-;Aller;-;45000.0;625.0;72;3.0;1.0;4;43,1593458;-5,6215104;No;No;No;Sí;Sí;Sí;No;No;No
102889072;Piso;Profesional;-;Llanes;Llanes;230000.0;3194.0;72.0;3.0;2.0;3;43,4216;-4,7567;No;No;No;No;Sí;Sí;No;No;No
102892295;Ático;Profesional;-;Villaviciosa;Villaviciosa;110000.0;2391.0;46;1.0;1.0;4;43,4869721;-5,4342129;Sí;No;No;No;No;No;No;No;No
102924794;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;440000.0;2458.0;179.0;5.0;3.0;6;43,36252;-5,85541;Sí;No;No;Sí;Sí;Sí;No;Sí;No
102929875;Piso;Particular;-;Laviana;-;48000.0;356.0;135;4.0;2.0;1;43,2538879;-5,5085071;No;No;No;No;No;No;No;No;No
102930629;Piso;Particular;-;Laviana;-;40000.0;500.0;80;3.0;1.0;4;43,2162299;-5,5642898;No;No;No;No;No;No;No;Sí;No
102942701;Piso;Profesional;-;Grado;-;58630.0;698.0;84;3.0;1.0;1;43,3893975;-6,0686614;Sí;No;No;No;No;No;No;Sí;No
102977870;Piso;Particular;-;San Martín del Rey Aurelio;-;49950.0;999.0;50;3.0;1.0;1;43,2728385;-5,6110717;No;No;No;No;No;No;No;Sí;No
102981202;Piso;Profesional;-;Cudillero;-;155000.0;2095.0;74.0;3.0;1.0;1;43,5653097;-6,1440984;No;No;No;Sí;No;No;No;No;No
102985914;Piso;Profesional;-;Avilés;Centro;316500.0;1918.0;165.0;4.0;2.0;4;43,5604531;-5,9275784;Sí;Sí;No;No;Sí;Sí;No;Sí;No
102988768;Piso;Profesional;-;Tineo;-;80000.0;1039.0;77;2.0;1.0;2;43,4047449;-6,5446249;Sí;No;No;Sí;No;No;No;No;No
102990304;Piso;Profesional;-;Cangas de Narcea;-;59900.0;856.0;70;2.0;1.0;2;43,1778041;-6,549947;Sí;No;No;Sí;No;No;No;No;No
103018936;Piso;Profesional;-;Bimenes;-;59900.0;560.0;107;3.0;1.0;1;43,3378086;-5,5654613;No;No;No;No;No;No;No;No;No
103021554;Piso;Profesional;-;Llanes;Llanes;295000.0;2360.0;125.0;2.0;1.0;1;43,4190751;-4,7545278;Sí;No;No;No;No;No;No;No;No
103029143;Piso;Profesional;Santo Domingo-El Campillín;Oviedo;Centro-Casco Histórico;160000.0;1778.0;90.0;4.0;2.0;Entreplanta;43,3583016;-5,8406375;Sí;No;No;No;No;No;No;No;No
103030704;Piso;Profesional;-;Mieres del Camino;La Villa - Bazuelo;110000.0;1100.0;100;3.0;2.0;3;43,2489092;-5,7730212;Sí;No;No;No;Sí;Sí;No;No;No
103031528;Piso;Profesional;-;Laviana;-;35000.0;530.0;66;3.0;1.0;1;43,2407071;-5,5579574;No;No;No;Sí;No;No;No;No;No
103039600;Piso;Profesional;-;Langreo;Sama;62000.0;517.0;120;3.0;2.0;2;43,2960555;-5,6865093;Sí;No;No;No;No;No;No;Sí;No
103058156;Ático;Profesional;-;Llanes;Llanes;540000.0;4909.0;110.0;2.0;2.0;4;43,4201525;-4,7513939;Sí;No;No;No;No;No;No;No;No
103095731;Piso;Profesional;-;Laviana;-;71500.0;715.0;100;3.0;2.0;1;43,2497582;-5,5663968;Sí;No;No;Sí;No;No;No;Sí;No
103101697;Piso;Particular;-;Lena;-;94000.0;777.0;121;4.0;2.0;2;43,1621753;-5,8277137;Sí;No;No;No;Sí;No;No;Sí;No
103106774;Piso;Profesional;Ciudad Naranco-Prados de La Fuente;Oviedo;Ciudad Naranco-Vallobín-La Florida;175000.0;2431.0;72.0;2.0;2.0;2;43,3696522;-5,8536476;Sí;No;No;No;No;No;No;Sí;No
103160732;Chalet;Profesional;-;Lena;-;32900.0;531.0;62;2.0;1.0;-;43,0915924;-5,8484735;No;No;No;No;No;No;No;No;No
103165963;Piso;Profesional;Parque San Francisco-Uría;Oviedo;Centro-Casco Histórico;325000.0;1593.0;204.0;6.0;3.0;1;43,3636044;-5,8553337;Sí;No;No;No;Sí;No;No;Sí;No
103179976;Piso;Profesional;Salesas-Foncalada-Campoamor;Oviedo;Centro-Casco Histórico;95000.0;1462.0;65;2.0;1.0;5;43,3663963;-5,8511829;No;No;No;No;No;No;No;No;No
103180198;Piso;Profesional;-;Langreo;Sama;42000.0;560.0;75;2.0;1.0;4;43,2914323;-5,678084;No;No;No;No;No;No;No;Sí;No
